Series Name,Series Code,Country Name,Country Code,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Agricultural land (sq. km),AG.LND.AGRI.K2,China,CHN,3847810,3903880,3970290,4016370,4075333.333,4134286.667,4193960,4239605,4285190,4338180,4434180,4538310,4654380,4772440,4833530,4886610,4942790,5003880,5065920,5122710,5151980,5191060,5237130,5237140,5237520,5237442.5,5237385,5237347.5,5237310,5243228.444,5249146.889,5255055.333,5260913.778,5266822.222,5272720.667,5278619.111,5284517.556,5290386,5289168,5288851,5287995,5288015,5286950,5286334,5285529,5285121,5285097,5285092,5285081
Agricultural land (sq. km),AG.LND.AGRI.K2,India,IND,1779460,1787510,1792820,1796940,1796490,1795910,1805920,1805800,1802720,1804010,1807710,1804620,1814520,1813400,1811920,1815430,1810910,1815010,1814130,1815860,1813050,1813820,1812910,1809450,1805890,1809810,1808740,1810210,1809750,1804870,1805600,1802490,1803750,1801260,1799060,1796200,1797570,1800680,1795730,1796700,1796420,1796980,1797280,1796750,1795780,1792356.04,1791155.64,1790449.469,1790450.764
Agricultural land (sq. km),AG.LND.AGRI.K2,United States,USA,4323000,4312000,4301580,4301580,4301580,4303310,4281630,4281630,4281630,4281630,4313990,4313990,4313990,4313990,4313990,4269480,4269480,4269480,4269480,4269480,4254290,4229480,4211390,4201390,4163060,4148850,4145880,4138870,4143990,4149440,4130640,4130223,4129809,4129396,4128988,4128576,4109023,4089470,4069917,4050364,4030810.538,4036270,4041729,4047187,4052646,4058103.538,4058103.538,4058103.538,4058103.538
Agricultural land (sq. km),AG.LND.AGRI.K2,Indonesia,IDN,383500,383000,383000,382560,380460,380460,380460,380000,380000,379500,379500,379000,370520,396790,412920,434850,441370,444350,450830,415240,413510,420160,419710,429780,429680,435270,438770,458770,471770,477000,481810,510060,533660,518460,515000,530000,540000,556000,556000,565000,565000,570000,570000,573000,602000,623000,623000,623000,623000
Agricultural land (sq. km),AG.LND.AGRI.K2,Pakistan,PAK,355050,364000,357400,360350,357120,359130,364170,363370,374160,365040,385090,364090,375000,371180,355710,366710,353470,358600,352060,352700,353800,357500,357900,360260,361720,366690,367600,367560,366980,369720,368840,368420,360450,359650,361350,360130,353130,352770,352420,359360,360630,362800,362520,362020,367940,370030,369530,363230,367230
Agricultural land (sq. km),AG.LND.AGRI.K2,Nigeria,NGA,551500,603000,561500,551500,551500,504930,489550,482340,504380,472190,484030,486930,526060,549240,600010,603410,607880,611820,615860,639290,644470,650408.25,652041.3,653674.35,655307.4,656940.45,658573.5,660206.55,661839.6,663472.66,665105.72,666738.78,668371.84,670004.9,671637.96,673271.02,674904.08,676537.14,678170.2,679803.26,681436.32,683069.38,684702.44,686335.5,687968.521,689601.5,691234.5,692867.5,694500.5
Agricultural land (sq. km),AG.LND.AGRI.K2,Brazil,BRA,1973400,2008460,2043520,2078590,2127800,2177010,2226220,2275430,2325172.08,2344138,2363106,2382074,2401042,2419987.07,2405792,2391594,2377396,2363198,2349000,2334802,2320604,2306406,2292208,2278050,2279087,2280124,2281161,2282198,2283235,2284272,2285309,2286346,2287383,2288420,2289510,2296718,2303926,2311134,2318342,2325550,2332758,2339966,2347174,2354382,2361590,2368786,2368788.01,2368788.01,2368788.01
Agricultural land (sq. km),AG.LND.AGRI.K2,Bangladesh,BGD,99910,99890,99890,100040,99980,99910,99870,99830,99870,99810,99780,99640,100600,100270,100410,101150,104270,104430,103860,103200,95490,94460,93580,93740,93270,93650,94340,94860,94000,94030,93530,93280,93230,93110,92800,92660,92530,92460,92410,91280,91230,92780,93150,94242.4,95022.1,95413.3,96023,98450,99010
Agricultural land (sq. km),AG.LND.AGRI.K2,Russian Federation,RUS,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2216310,2187950,2177110,2164000,2161110,2179890,2172870,2167900,2171620,2168610,2166510,2162770,2159800,2156800,2154880,2154630,2154940,2154940,2154940,2154940,2154940,2154940,2154940,2154940,2154940,2154940,2154940,2154940,2154940
Agricultural land (sq. km),AG.LND.AGRI.K2,Mexico,MEX,971500,974000,975510,975510,975510,976010,981980,979980,981800,982100,983150,1010200,1010310,1014350,1014410,1025500,1030510,1040500,1051510,1061540,1061770,1061800,1061900,1061950,1063100,1063100,1063250,1063260,1063300,1065500,1065500,1065500,1065700,1065700,1065700,1067000,1033550,1026820,1018070,1013220,1005120,994860,987480,986800,983380,969460,965160,961060,971380
Population growth (annual %),SP.POP.GROW,China,CHN,2.45735692952286,2.28339536396383,2.06595501335632,1.76639178162482,1.54733797287665,1.36277947570678,1.33818233834084,1.33392795351687,1.25422105193987,1.28095234429252,1.47267476016581,1.4449496950092,1.31206876113779,1.36169911825369,1.48739892914903,1.6036050865576,1.61007108578698,1.53316999599862,1.46730321087928,1.36443400840349,1.2255362283362,1.14961943083465,1.13026063215591,1.08650915088974,1.04814151412165,1.02345002419879,0.959550406298151,0.865851392993279,0.787956592953992,0.726380637838525,0.669999567758626,0.622860936133583,0.593932815112141,0.588124989556992,0.558374367373002,0.522271866392275,0.51238693163744,0.497381400884935,0.482959688678361,0.546457594880274,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648,0.573050906069647,0.605245013482969,0.467672053461959,0.354740890170827,0.238040870229883
Population growth (annual %),SP.POP.GROW,India,IND,2.22743096189467,2.25117630687251,2.25820438079867,2.23845727724451,2.20905061418648,2.20841658709872,2.21293517819365,2.22353406114706,2.2612188534673,2.27589299161564,2.26080777945204,2.25868924622921,2.26275505157058,2.24836240132238,2.23527124737904,2.21094603012958,2.184281790986,2.16921748136657,2.14114053890499,2.10189105362679,2.07434424472354,2.04783736093956,2.02085601987654,1.99187122902055,1.95143550144522,1.91926259528322,1.88755786468172,1.8493332514954,1.82218400218023,1.80844642123748,1.77676787418134,1.72426903226703,1.67281087022876,1.60412916927926,1.52430796041014,1.46637175001498,1.42239150883577,1.39119493033754,1.37759581159767,1.36158808453343,1.33219204981494,1.29754883539168,1.24036218382689,1.18779532005068,1.18504622906796,1.15562449067646,1.08752772157855,1.02531077187097,0.95522085775158
Population growth (annual %),SP.POP.GROW,United States,USA,1.07052275237269,0.954476728552297,0.913660196067714,0.985986067347125,0.950220048994522,1.00577199618134,1.0595730803427,1.10357656509899,0.959589922764484,0.981415437259678,0.953317566163514,0.914378513375149,0.865817336309961,0.886129040850881,0.924164157058979,0.893829201032046,0.907999040167679,0.944405555428529,1.12965052045579,1.33626074073779,1.38688569247935,1.31867999977741,1.2262960888682,1.19078709090209,1.16341161998189,1.20396029701272,1.16571452642589,1.14834004729055,1.11276899679534,0.989741382223669,0.927797485710314,0.859481712840946,0.925483968943482,0.921713167161207,0.964253917136075,0.951055242772428,0.945865287282592,0.876651298802912,0.829616674709795,0.726786704810745,0.733599941250847,0.692860276624581,0.733361519937424,0.73621730882542,0.724676067451429,0.63264399508256,0.526435395564053,0.455381285963537,0.961201051965365
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,2.63262496160996,2.60351109549222,2.56185276046071,2.52215795384658,2.489691100482,2.45293416202066,2.42883466339716,2.4076663007879,2.37932952200941,2.34066633687342,2.30844263861505,2.26871796150833,2.20569643602313,2.10887582043187,1.9966681756408,1.92425957581405,1.88061055652599,1.83542933625866,1.77829086687315,1.74217749925866,1.71013530352426,1.67182800963408,1.65068557714402,1.63416751970142,1.61881686064568,1.60308930027037,1.56493286270644,1.50004294345816,1.44708848408903,1.4100988547982,1.37351928060869,1.33804389134874,1.27322648868512,1.26074829560286,1.29930889873663,1.31184759614566,1.30217053507895,1.27153208994292,1.25151729140412,1.25573808861315,1.25594145835811,1.21281780987831,1.15950664180271,1.1108549322781,1.05894205868913,1.00643952446092,0.966206435866139,0.937689273635294,0.840389268128048
Population growth (annual %),SP.POP.GROW,Pakistan,PAK,2.64348946760201,2.80164442306919,2.85762988601594,2.94612675483924,3.04151169440751,3.11232079319945,3.17633071983058,3.44063933128741,4.07154578640826,4.42312479149621,4.13542839724215,3.63597146977849,3.15935942130459,3.26273876924285,3.53730585510265,3.54659790712452,3.50310414413814,3.37181635871608,3.29747116559875,3.23064337372364,2.62588681084768,2.55855603034947,2.90337795268012,2.95211131596515,3.04613837555745,2.94060702615898,2.89123826209315,2.8584443558606,3.07555291166784,3.09207918437975,2.50885975954029,2.1893881210377,2.23514920732307,2.15849215504399,2.0985131417675,2.14152397156301,2.17888921699852,2.2291625346925,2.25257934512803,2.11083457768435,1.7979754297027,1.53689764905925,1.40918297342086,1.29655172364692,1.20405567252781,1.32813543357738,1.5371724033626,1.6079813474837,1.73302782045863
Population growth (annual %),SP.POP.GROW,Nigeria,NGA,2.32373411465329,2.43112797220062,2.57126054527292,2.73122587293759,2.8344902652352,2.94325225808384,3.02292456298641,3.03783949556754,3.06371248773115,3.00298762355107,2.90087187337984,2.505583858711,2.47193822565748,2.72592646543804,2.62007004469383,2.57710319274615,2.58684403074567,2.61364456763675,2.62859895485536,2.56220123638405,2.52372796254107,2.55576762430514,2.57482944873593,2.55718979815601,2.52685259419513,2.52296474517798,2.51603389644629,2.54261988693615,2.60286876961431,2.65126549448063,2.68288995606035,2.69276790616125,2.69550346507859,2.69369341754265,2.69592582302795,2.70962693730599,2.7196868027914,2.72738484297876,2.74437885223698,2.76406237855304,2.74928887763244,2.69747404339158,2.6281238528085,2.54118746244735,2.50703408562558,2.52731691971774,2.49664490408847,2.44820069834557,2.44060888477318
Population growth (annual %),SP.POP.GROW,Brazil,BRA,2.42870281100896,2.41395528354971,2.38339170665403,2.35797019623163,2.35114611411072,2.35630004576209,2.36302892413041,2.35740122657389,2.35067554142294,2.32752638519273,2.28813750386516,2.24858708498709,2.19848577788892,2.13876264469418,2.06946636025339,2.00135198055614,1.93785203770648,1.87515725979579,1.80985576444804,1.7300615647074,1.65853493143757,1.61616519320128,1.5901570368766,1.56236694760604,1.53046546832903,1.50015143980194,1.46833970853954,1.42022228691432,1.36677132973907,1.32069475807143,1.26284153622856,1.18566943930002,1.13939301199192,1.11720287765336,1.07735384590771,1.03202723327326,0.987284202776065,0.953147864558066,0.93941802248079,0.928589629509177,0.900343360601223,0.868346150167205,0.857834828724811,0.845992601345206,0.8112564782781,0.79226340042227,0.793768153848091,0.766107802084815,0.665176682246802
Population growth (annual %),SP.POP.GROW,Bangladesh,BGD,1.40937636526714,2.55988568235827,2.50267229923428,2.37404977711554,2.22372185894254,2.27518518699809,2.36472241594331,2.34775044955404,2.43818084220933,2.61657779088413,2.74815261062407,2.77315177674919,2.6968421854847,2.5594486822631,2.38145109935686,2.23242079826929,2.16426092705197,2.12438316860897,2.12605906093885,1.93654400062741,1.84053318300066,1.91082122823187,1.91779795618604,1.86669533165568,1.75333998432405,1.78774016644232,1.87614402927933,1.91507429803985,1.90552404891968,1.89925268099487,1.85802653007171,1.74653680101613,1.66119164263389,1.51797511096499,1.21058994053819,1.05111719423699,0.887833017097369,0.880093475599957,1.1415513368569,1.21893869127295,1.24357124646827,1.26715729721878,1.24596020808779,1.19106112723824,1.23079535447054,1.24972406577957,1.16137846270492,1.1131724900167,1.14420974001656
Population growth (annual %),SP.POP.GROW,Russian Federation,RUS,0.57324610343637,0.574501349565654,0.573468037351157,0.573923976270934,0.703185038023715,0.70268347396018,0.702887650025717,0.703053203604969,0.709655479527404,0.667503222289735,0.628287744424107,0.598250932058307,0.757352967626051,0.776688028447148,0.717573866435774,0.697384550046896,0.648303809439665,0.586603532881112,0.168018341182166,0.286681129515534,0.0969789790408762,-0.0534820276606834,-0.0342679070319955,-0.0216487632128753,-0.145451546598357,-0.165341653753189,-0.165486143348056,-0.309278191504336,-0.420614990249978,-0.424090524785415,-0.460024258081391,-0.453780668020263,-0.402681471328549,-0.381452794741516,-0.327445270108383,-0.17108203294568,-0.0439492591634852,0.0301077605196216,0.0448957880908489,0.077981777433695,0.168305035277726,0.212950704549247,0.217642262118,0.192557946508244,0.170245238698228,0.106870569429971,-0.0130668924933287,-0.0495686654330689,-0.230950388878624
Population growth (annual %),SP.POP.GROW,Mexico,MEX,3.12192208692318,3.09805343691442,3.06275963957695,3.02000777330507,2.95572231528925,2.95007547039341,2.94592633385125,2.8425571493849,2.59185461062644,2.23259552808724,2.03453780905284,1.99468010531636,1.93637203383937,1.86354345855765,1.79010932477031,1.72869101147886,1.71119463203751,1.68642181558025,1.83597705013042,1.97637378547817,1.9503084540285,1.92882635968047,1.90443531542116,1.85680777986673,1.78129571544977,1.72818289567839,1.68579338254176,1.64054838334199,1.58455078746177,1.54194113014521,1.52045522318023,1.48740053113001,1.4696529746789,1.42951167105736,1.36053857389621,1.31623681916458,1.26753574174522,1.23674369230562,1.32657895725526,1.4276397653994,1.39661546186197,1.317160792789,1.2414667155537,1.16700884975484,1.13323428792033,1.08042073770937,0.951668643927897,0.860265089734684,0.727243815691995
Population density (people per sq. km of land area),EN.POP.DNST,China,CHN,91.4649803176759,93.5775144036415,95.5308922299914,97.233436855748,98.7496670978038,100.104725041062,101.453311942687,102.815692416082,104.113349206551,105.455569844281,107.020192749454,108.577806968308,110.011809432054,111.520085053376,113.191231098808,115.021003387917,116.887912255814,118.693811029988,120.448249116415,122.102948962669,123.60857197122,125.03779973198,126.459069654428,127.839872165964,129.186998857259,130.515952214975,131.774346372461,132.920270225821,133.971903614969,134.948589664422,135.855780324981,136.70462094405,137.51895882527,138.330135459593,139.104692987575,139.83309813575,140.551423387482,141.252233956931,141.936072304132,142.713812806516,143.685196418276,144.645432953933,145.5600507997,146.408882513774,147.25030254277,148.144225437905,148.838644027707,149.367573167744,149.723552558882
Population density (people per sq. km of land area),EN.POP.DNST,India,IND,196.03118973224,200.494244565601,205.073322256566,209.715564427433,214.399835866527,219.187346923675,224.091887837642,229.130456849377,234.370620444708,239.765806423404,245.248189991222,250.850617014049,256.591457659954,262.425907526932,268.357889337715,274.357213968835,280.415876886442,286.565161661381,292.767083502904,298.985855596178,305.252623949361,311.568146334408,317.928540725618,324.324758592623,330.715903793569,337.124512728753,343.548369259953,349.96083465907,356.396219212361,362.900086102805,369.405601054759,375.830378482371,382.170188585324,388.350126631665,394.315125504929,400.139852818017,405.872078810974,411.558010083446,417.266848065546,422.987158910127,428.65986196644,434.258174889597,439.678092890128,444.931708030768,450.235719883358,455.468934040542,460.44931739983,465.194639427685,469.659566660725
Population density (people per sq. km of land area),EN.POP.DNST,United States,USA,22.9170124118896,23.1367971909474,23.3491575462716,23.5805156917379,23.8056504231922,24.0462890983256,24.3024317171382,24.5721129909946,24.8090394542612,25.0537178893674,25.293701468289,25.526042258073,25.7480106911702,25.9771851825972,26.2183697712404,26.4537676766794,26.6950614480247,26.9483653165862,27.2545136128993,27.6211491261017,28.0068916121481,28.3786587123429,28.7288076375484,29.0729515141457,29.4131648134723,29.7694279699879,30.1184850681737,30.4663411566379,30.7973013298523,31.1036283879362,31.3935499327652,31.6645346171981,31.9589450682826,32.2548765979183,32.5673998463204,32.8786113609374,33.2436868537795,33.5363992251367,33.8157800778799,34.0624439459432,34.3132448275033,34.5518131888554,34.8061342979769,35.0633286762825,35.3183471405052,35.5424948236771,35.7300964643583,35.8931756713915,36.2398446775156
Population density (people per sq. km of land area),EN.POP.DNST,Indonesia,IDN,67.0711841110197,68.8403197226715,70.626691764602,72.430662353649,74.2565978681475,76.1005867838394,77.9715738282263,79.8716511092588,81.7948497711929,83.7319766832085,85.687363999183,87.65358832394,89.608440192761,91.5182377716566,93.363918037945,95.1778788564615,96.9847408601379,98.7812637656839,100.553593844014,102.320764861419,104.0856362161,105.840396451697,107.601987778557,109.374830671738,111.159817727165,112.956168958417,114.737761168489,116.471850383921,114.018777439802,115.637944010154,117.23721144766,118.816438608611,120.338912682109,121.865687644173,123.459430770075,125.08970029065,126.729233099638,128.350924278263,129.967352127994,131.609691832679,133.273056091576,134.899256944936,136.47252624341,137.996989644313,139.466062394042,140.876791127014,142.244548790185,143.584633764026,144.796388212316
Population density (people per sq. km of land area),EN.POP.DNST,Pakistan,PAK,81.0885805832296,83.3925176421752,85.8099431818182,88.3756213677875,91.104871056455,93.9849328040681,97.0181221461187,100.414255136986,104.587039487339,109.316887193856,113.932386363636,118.151167496887,121.943580064342,125.987899543379,130.524235938149,135.236473899958,140.057905251142,144.860919987547,149.717295817767,154.63310632005,158.74737832088,162.861424605646,167.659219333748,172.6824875467,178.023570464923,183.336274128269,188.714334267331,194.186464819427,200.251561851391,206.540222862183,211.787576535907,216.475560398506,221.368591739311,226.198757264425,230.995724366957,235.995902085928,241.1944206621,246.631410855127,252.250023349938,257.631198111249,262.305236872146,266.367738169365,270.147919261104,273.673331776671,276.988428808634,280.691748391449,285.039797374429,289.660232461602,294.723875311333
Population density (people per sq. km of land area),EN.POP.DNST,Nigeria,NGA,63.87324351922,65.4451134754109,67.1496986066735,69.0089836072774,70.99302238765,73.1135797182604,75.3574931102254,77.6818593058621,80.0986407106075,82.5404734455461,84.9699342314745,87.1258232045412,89.3063594540883,91.7742690251106,94.2105965282124,96.6700561063715,99.2033850478167,101.830389670279,104.542592531594,107.255794547471,109.997084884219,112.844587546801,115.787872898756,118.786971463707,121.826787223997,124.939535777419,128.122936636033,131.422384356094,134.888044182395,138.512113925579,142.278540136368,146.161820218057,150.155196152706,154.254885426617,158.470046224623,162.822697278127,167.311731831308,171.937764748509,176.721733258671,181.674566575535,186.738618970761,191.844398695609,196.953145140925,202.022228444064,207.151016173128,212.453096830155,217.824064253324,223.222648967357,228.737667028997
Population density (people per sq. km of land area),EN.POP.DNST,Brazil,BRA,12.1072863101121,12.4031069113463,12.7022725151768,13.0053474816167,13.3147451466475,13.6322059692707,13.9581751442307,14.2911345107883,14.631052243681,14.9755878700285,15.3222002742237,15.6706360506046,16.018967736841,16.3652654777259,16.7074678098237,17.0452114944234,17.3787437157071,17.7076970474292,18.0310985458487,18.3457617364629,18.6525698301297,18.956475364136,19.2603225119464,19.5636024282915,19.8653195567435,20.1655759535016,20.4638596625565,20.7565655755946,21.0422079553585,21.3219545257677,21.5929243826976,21.8504688842254,22.1008553338422,22.3491511269254,22.591232259809,22.8255871521654,23.0520566776819,23.2728273276112,23.4924866058716,23.711651396124,23.9261016206955,24.1347676636189,24.3426946665167,24.5495056316357,24.7494751224555,24.9463349501205,25.1451389902538,25.3385176606278,25.5076253807665
